Age,Instability Mean,Instability Std,Group Size
18.0,0.2817385255632746,0.00924610161780403,5
19.0,0.2574223227736893,0.009707038597516046,3
20.0,0.27291656553261506,0.023838683422653304,3
22.0,0.28869276128237686,0.023525877922119885,3
23.0,0.26194124626199383,0.006818052511214987,5
24.0,0.24111739252377154,0.005135666209531959,7
25.0,0.25546387889224126,0.006531182106605836,8
26.0,0.2505245603143244,0.0019438001883225267,7
27.0,0.22260193146166518,0.006294865649918746,7
28.0,0.24259970680436396,0.003036967408295125,12
29.0,0.24965524090585128,0.0037776540563366863,11
30.0,0.2513321331373258,0.0058541809976734496,5
31.0,0.2487528496017845,0.00667738604260584,8
32.0,0.2226972186244499,0.0026322541487084974,12
33.0,0.2529765386682065,0.0049618084064709245,7
34.0,0.24979254102515683,0.0037686426970895315,12
35.0,0.24039967944130905,0.003158459249203219,12
36.0,0.24932927750641523,0.004554942781339009,9
37.0,0.23502453025512404,0.002185831722311814,17
38.0,0.2447842778985207,0.008590184350880641,5
39.0,0.27372752142717643,0.0037849514273241313,9
40.0,0.26987271993320566,0.0034065278624982576,14
41.0,0.25414142143349727,0.002241170756074105,9
42.0,0.2737421935762266,0.0033268165455805033,11
43.0,0.2430816614007354,0.002955111175880453,6
44.0,0.22644778732353926,0.0042562293104284775,10
45.0,0.21861321898418926,0.003968198788871092,8
46.0,0.25822870822594785,0.003016802577213208,11
47.0,0.24487524183770185,0.0033933160564163472,15
48.0,0.25570357024453,0.00271594406380236,13
49.0,0.25257990392226365,0.003400502376920002,9
50.0,0.2689725400927781,0.008969659408748427,7
51.0,0.2634038032857833,0.00665642213812904,9
52.0,0.2546421327601038,0.0023091985335515815,13
53.0,0.2623052748638992,0.006067558622846469,7
54.0,0.2545080959488163,0.003452695425933625,10
55.0,0.23629190165075573,0.004704370226301708,10
56.0,0.2759067431298935,0.004569167896716472,11
57.0,0.23185109229497491,0.005898410270445094,8
58.0,0.2687563538224267,0.004438388763345435,10
59.0,0.2848298634764418,0.005589124477536555,7
60.0,0.2695693965462295,0.003564502764436015,12
61.0,0.2861804649161981,0.007847363886756591,8
62.0,0.24358587617664257,0.0027888804350200713,8
63.0,0.2901458527481319,0.007402181142083275,11
64.0,0.28861387489852336,0.0052744148363074415,10
65.0,0.28915061190137936,0.006255774538716433,9
66.0,0.27319034642713774,0.003626037252721324,12
67.0,0.289092720646847,0.005320771400569609,8
68.0,0.29135365513870254,0.0048339551830461165,14
69.0,0.289880781211186,0.007302356135750298,10
70.0,0.3028581619128571,0.004879040807814139,10
71.0,0.2891339029670311,0.004298749611003399,12
72.0,0.2659276784591026,0.00544720336663103,10
73.0,0.29768120707780454,0.006643866530275632,8
74.0,0.28982655403841007,0.006269349549783862,7
75.0,0.2731125309520131,0.003198828623409331,9
76.0,0.2943076392534047,0.00602140881168334,11
77.0,0.31535848234811903,0.006195680081869712,8
78.0,0.29567668443175693,0.0041253334949003795,12
79.0,0.3006752298883557,0.0021712442891377434,19
80.0,0.2829407810213689,0.0026757410462396793,17
81.0,0.25857766600473675,0.004886752570672606,7
82.0,0.2642076578109157,0.004116221793516609,8
83.0,0.31373992136800377,0.003722655147343458,10
84.0,0.27385580178491603,0.01592063086151106,5
85.0,0.29663569260231065,0.005209721728821495,7
86.0,0.27956133624963964,0.007785181206011829,4
87.0,0.264565998770806,0.008612421593739787,3
