Age,Instability Mean,Instability Std,Group Size
18.0,0.28895488403735603,0.011367596869677333,5
19.0,0.2946222350224778,0.007329634827281079,3
20.0,0.27820542352867345,0.01827712794386593,3
22.0,0.33657422140013754,0.019434169418120067,3
23.0,0.31484151254009224,0.01354047284530292,5
24.0,0.25659919473741877,0.011280772176345055,7
25.0,0.3038641178300549,0.007161436729476642,8
26.0,0.24838856240440918,0.007753516292655101,7
27.0,0.24295442071967077,0.005175403379933088,7
28.0,0.27147770638051943,0.006038645385443496,12
29.0,0.3036991176336182,0.0043969377528031645,11
30.0,0.27188245511200587,0.012268800059570466,5
31.0,0.2893349641323141,0.006447391930057093,8
32.0,0.2691446133697485,0.0036529967752361356,12
33.0,0.2510366844050754,0.00789194014684216,7
34.0,0.2796253409608774,0.004726511725962447,12
35.0,0.27164070646910504,0.004483626157105112,12
36.0,0.28259534082462817,0.009000833559828617,9
37.0,0.25613713144626804,0.0039551803888915405,17
38.0,0.25071471433276754,0.010055204892075367,5
39.0,0.30411392895594797,0.0014605035324394481,9
40.0,0.2882764312187457,0.004303254618933108,14
41.0,0.2993456219969708,0.005383301264901828,9
42.0,0.2781459099032793,0.005157429679243843,11
43.0,0.26629411732725994,0.012447629905349165,6
44.0,0.2696273418210493,0.008563594701207825,10
45.0,0.24937665929347477,0.006790749338897087,8
46.0,0.2874454398586316,0.00536319454708507,11
47.0,0.27163218042174475,0.002317857063054263,15
48.0,0.2903567602912569,0.004010242059186729,13
49.0,0.2850040821590395,0.006307627614873611,9
50.0,0.2860743876336452,0.009921526529300104,7
51.0,0.27442001891121337,0.005956710885909548,9
52.0,0.272260761347436,0.004314605458003571,13
53.0,0.2816241753978113,0.00686812170408295,7
54.0,0.2760777368584997,0.004454871729657566,10
55.0,0.26832293920485795,0.006357946437568998,10
56.0,0.3050306251936533,0.004978486180052264,11
57.0,0.2757520118789844,0.0072307827054560675,8
58.0,0.2830040970382287,0.0046831224543468376,10
59.0,0.2900220633373492,0.0065415808592024826,7
60.0,0.28170563806815957,0.0039832463031669665,12
61.0,0.33861318312222655,0.00900740735412474,8
62.0,0.24975617253988547,0.004914291783534996,8
63.0,0.30374556217558596,0.0068212760208083,11
64.0,0.28874723999733687,0.007725584371585552,10
65.0,0.3250763302031993,0.010116685184331429,9
66.0,0.30038372499120236,0.0043212085673437085,12
67.0,0.3308045022542401,0.005430342778595492,8
68.0,0.2979113983552216,0.00503153602463131,14
69.0,0.30710961002798987,0.007175483452520276,10
70.0,0.29647370483418933,0.0056587551537881095,10
71.0,0.3129034125951737,0.006696411660388496,12
72.0,0.2833565827109753,0.007439191534496984,10
73.0,0.3154174959861358,0.00820100335418462,8
74.0,0.3299747197916614,0.008264286840687021,7
75.0,0.2890495899595764,0.0070158090912666345,9
76.0,0.3197983766317534,0.008033326966656805,11
77.0,0.3499518193873794,0.00630816528869227,8
78.0,0.2938387994585358,0.005823005185784037,12
79.0,0.3235492562336538,0.0024636938554158804,19
80.0,0.3151450068272099,0.003789592356864057,17
81.0,0.2686802475352997,0.006146463062476106,7
82.0,0.27033807181777547,0.006466477194815312,8
83.0,0.3319584015719085,0.007372769721796245,10
84.0,0.33661754999939264,0.0233083885501818,5
85.0,0.3570984358016514,0.01025514010581856,7
86.0,0.3053883450288896,0.010589596633971885,4
87.0,0.28496302047210803,0.01577492908661979,3
