Age,Instability Mean,Instability Std,Group Size
18.0,0.2811921333721496,0.013738883070619157,5
19.0,0.2951634802705276,0.010957816641506598,3
20.0,0.28625345909451494,0.01720733310045556,3
22.0,0.3180960593514735,0.023932532833641235,3
23.0,0.2848922137504139,0.0059978595204600305,5
24.0,0.2439388760580829,0.010632251341588241,7
25.0,0.25994498763013507,0.004461276719288344,8
26.0,0.25228003834714946,0.0031622227757314666,7
27.0,0.24383163124065838,0.008644909584864295,7
28.0,0.2408543739831737,0.004366102724502856,12
29.0,0.2817494685158897,0.004544292759646947,11
30.0,0.2771561110998008,0.009941184678330628,5
31.0,0.266657524438238,0.005600939230451258,8
32.0,0.24718531750908476,0.003581249611241021,12
33.0,0.2541866661077396,0.008347690260539432,7
34.0,0.24616972402514403,0.004020414874193672,12
35.0,0.24365131093046655,0.004049653248630744,12
36.0,0.2539427117627381,0.006337850937705076,9
37.0,0.2537700298417213,0.003673410993192485,17
38.0,0.24342919308059446,0.010222218248986453,5
39.0,0.2701193939484066,0.004851616312772156,9
40.0,0.2868321413352632,0.0053187127550511065,14
41.0,0.2847879648351219,0.0033674998500968925,9
42.0,0.27291398466015654,0.00406215664404495,11
43.0,0.27505528183107025,0.007212440212948901,6
44.0,0.23919779407505443,0.005588396449211238,10
45.0,0.2270665772136926,0.007024106807578803,8
46.0,0.26171469252116175,0.004699230484289407,11
47.0,0.252981166578995,0.002870187777531725,15
48.0,0.2753376048041168,0.004465251949957465,13
49.0,0.26188308998646215,0.005611703963824207,9
50.0,0.3035162099959668,0.010767099626373622,7
51.0,0.2617114645293528,0.006835413643127276,9
52.0,0.2611530323495836,0.004321206878984817,13
53.0,0.2541967743792477,0.005061466530847196,7
54.0,0.2721371963744031,0.005646716500886393,10
55.0,0.26200659638880414,0.004197472639446443,10
56.0,0.2804735342845236,0.004425794579099877,11
57.0,0.24342034514320893,0.004678696423168229,8
58.0,0.28563390289240187,0.0036507830297500417,10
59.0,0.2919391601178586,0.004285837100332917,7
60.0,0.280352550140822,0.0031443870645016716,12
61.0,0.28905859020100605,0.006295075837153342,8
62.0,0.2544069246297351,0.004196770828948011,8
63.0,0.288477777797607,0.006735500059367031,11
64.0,0.30748119597428925,0.00524068222150086,10
65.0,0.327815994763774,0.006671458777031192,9
66.0,0.2764346035431629,0.004080636023158209,12
67.0,0.31171739649790264,0.00535524708406244,8
68.0,0.28709741537231376,0.0044460393207056675,14
69.0,0.31583303147444963,0.008665494106198927,10
70.0,0.28207664820772455,0.005559695671486228,10
71.0,0.28819042525028976,0.0057535788182469785,12
72.0,0.26020034552116056,0.005273877206635523,10
73.0,0.285255892734266,0.007166082404074327,8
74.0,0.30983880416327464,0.008224120565607729,7
75.0,0.2851778549081898,0.004308912168294908,9
76.0,0.29571325437775825,0.005102840797490707,11
77.0,0.32142027251249317,0.006185338657409294,8
78.0,0.28146007549987734,0.003979959549887246,12
79.0,0.3019213706185075,0.0026107058839728216,19
80.0,0.2959427868514095,0.0033464376847673325,17
81.0,0.25705884327803624,0.0068695844764860795,7
82.0,0.29144777046875603,0.0033907529957471847,8
83.0,0.3247940907586161,0.004837199689615207,10
84.0,0.3088272191994549,0.020747016678245377,5
85.0,0.31294157225692526,0.007209537177316759,7
86.0,0.30617288263584536,0.009432007325195559,4
87.0,0.26832729799403804,0.006884168936587022,3
