Age,Instability Mean,Instability Std,Group Size
18.0,0.24567514927464434,0.006824912284960465,5
19.0,0.21822468548310095,0.00572574716013656,3
20.0,0.2465808482334877,0.011646191082568912,3
22.0,0.23444876175733298,0.008647840108309582,3
23.0,0.23558018131291547,0.004252182334624209,5
24.0,0.23496997336614348,0.007439885227960401,7
25.0,0.22387132811911503,0.0028502531367308966,8
26.0,0.22575419925858117,0.0029142027416501986,7
27.0,0.21759198829426243,0.0066083128583980235,7
28.0,0.20756944969249794,0.0016060778725331768,12
29.0,0.2349337546675008,0.0033840093339713912,11
30.0,0.22763615889589278,0.006411995605278194,5
31.0,0.23320597065031973,0.0024292225590148956,8
32.0,0.21970198274450659,0.0026634087708522496,12
33.0,0.2285324263025809,0.006942300537521771,7
34.0,0.2258370562101234,0.0036326629580676283,12
35.0,0.21594825050441754,0.0021517549311592995,12
36.0,0.21850692338899025,0.00404196102940375,9
37.0,0.21868537145140518,0.0022352054834040495,17
38.0,0.2299840495697249,0.007672318243135428,5
39.0,0.23235134793213547,0.0034946965071861735,9
40.0,0.2331028058258726,0.0028521024058679807,14
41.0,0.23063832625391387,0.0028458996696987663,9
42.0,0.24122065046081073,0.003866020274628641,11
43.0,0.22201788269059153,0.0035284427815375917,6
44.0,0.21603779365962872,0.003937277785464175,10
45.0,0.1973083602747215,0.004593557919735087,8
46.0,0.2181806235674517,0.002584516041508223,11
47.0,0.2190837780010658,0.0016502994942649309,15
48.0,0.24153478377743312,0.002947623911099567,13
49.0,0.22495638203972973,0.003122734354576246,9
50.0,0.2364975164655069,0.007769215514363477,7
51.0,0.23701238797892943,0.0058490429173990825,9
52.0,0.21544466545391666,0.002717888757833811,13
53.0,0.23534444992281486,0.004491892447168549,7
54.0,0.24111479729704327,0.0030748681181245303,10
55.0,0.22758553782541888,0.0051126519326480015,10
56.0,0.23693384077699164,0.004834076759786544,11
57.0,0.21302102083425095,0.003929128073889898,8
58.0,0.2549754790570732,0.003996874781589333,10
59.0,0.2643381394784749,0.0034511653259255504,7
60.0,0.23926039325746595,0.0026545328582195855,12
61.0,0.23966646109679585,0.005390749562821147,8
62.0,0.22942671082176458,0.002491260159537018,8
63.0,0.25117093468883367,0.004218007338115424,11
64.0,0.2618535720368714,0.004014270712826092,10
65.0,0.25758865787483154,0.004955228800413285,9
66.0,0.24788402048674343,0.003400962995057849,12
67.0,0.2553343184247542,0.005367863437724055,8
68.0,0.25114463210446136,0.0029631506796171827,14
69.0,0.2751509653199207,0.004768709434166468,10
70.0,0.25234720323805704,0.002808954804493854,10
71.0,0.25731712623837993,0.0044297935968039106,12
72.0,0.2527477815285962,0.005282357109838037,10
73.0,0.26569989476457556,0.0038917127759154234,8
74.0,0.26842059767892673,0.005034509537508838,7
75.0,0.2586670161977045,0.0036346355846700266,9
76.0,0.25323874102208593,0.005178013155414166,11
77.0,0.2642502809239705,0.006067649091904695,8
78.0,0.26898042375519976,0.0027967323602411543,12
79.0,0.27111296406276014,0.001931468794184792,19
80.0,0.25498751163390915,0.002080748080854531,17
81.0,0.24322808281070898,0.007967478797515996,7
82.0,0.24748059725001145,0.0043322836268995185,8
83.0,0.28059690268289345,0.0038606399547027126,10
84.0,0.24604015626190606,0.011117799214542345,5
85.0,0.26773067371580617,0.004640532056324148,7
86.0,0.25509397456354493,0.002785962590554456,4
87.0,0.2523729249187311,0.0049578301027110505,3
